"release_date","revenue","title","collection_name","main_genre","release_year","main_genre_name","rank"
"1984-05-11",47951979,"The Natural","",7,"1984","Drama",16
"1984-08-10",38376497,"Red Dawn","",1,"1984","Action",20
"1984-06-29",38435947,"Bachelor Party","Bachelor Party Collection",4,"1984","Comedy",19
"1984-02-17",80035402,"Footloose","",7,"1984","Drama",10
"1984-11-29",316360478,"Beverly Hills Cop","Beverly Hills Cop Collection",1,"1984","Action",2
"1984-06-29",1e+08,"Conan the Destroyer","Conan the Barbarian Collection",2,"1984","Adventure",6
"1984-08-17",48143579,"Tightrope","",14,"1984","Mystery",15
"1984-03-30",45858563,"Greystoke: The Legend of Tarzan, Lord of the Apes","",2,"1984","Adventure",17
"1984-07-27",68392977,"Purple Rain","",7,"1984","Drama",13
"1948-01-24",4307000,"The Treasure of the Sierra Madre","",1,"1948","Action",2
"1948-08-23",2200000,"Rope","",5,"1948","Crime",6
"1948-11-24",361712,"Bicycle Thieves","",7,"1948","Drama",8
"1948-08-26",9012000,"Red River","",20,"1948","Western",1
"1948-12-01",2841000,"3 Godfathers","",1,"1948","Action",5
"1948-03-26",3e+06,"Fort Apache","",20,"1948","Western",3
"1948-06-11",2956000,"The Pirate","",13,"1948","Music",4
"1948-04-06",834332,"Miranda","",4,"1948","Comedy",7
"1998-06-04",264118201,"The Truman Show","",4,"1998","Comedy",10
"1998-05-14",186883563,"The Horse Whisperer","",7,"1998","Drama",19
"1998-04-10",198685114,"City of Angels","",7,"1998","Drama",17
"1998-05-20",379014294,"Godzilla","",16,"1998","Science Fiction",3
"1998-06-18",304320254,"Mulan","Mulan Collection",3,"1998","Animation",6
"1998-06-19",189198313,"The X Files","The X-Files Collection",14,"1998","Mystery",18
"1998-06-22",294456605,"Doctor Dolittle","Dr. Dolittle Collection",4,"1998","Comedy",7
"1998-07-01",553799566,"Armageddon","",1,"1998","Action",1
"1998-07-10",285444603,"Lethal Weapon 4","Lethal Weapon Collection",1,"1998","Action",9
"1998-07-15",369884651,"There's Something About Mary","",15,"1998","Romance",4
"1998-07-16",250288523,"The Mask of Zorro","Zorro Collection",1,"1998","Action",13
"1998-07-24",481840909,"Saving Private Ryan","",7,"1998","Drama",2
"1998-09-18",244386864,"Rush Hour","Rush Hour Collection",1,"1998","Action",14
"1998-11-06",185991646,"The Waterboy","",4,"1998","Comedy",20
"1998-11-20",250649836,"Enemy of the State","",1,"1998","Action",12
"1998-11-25",363258859,"A Bug's Life","",2,"1998","Adventure",5
"1998-12-15",218613188,"The Prince of Egypt","",2,"1998","Adventure",15
"1998-12-11",289317794,"Shakespeare in Love","",15,"1998","Romance",8
"1998-12-17",250821495,"You've Got Mail","",4,"1998","Comedy",11
"1998-12-25",202292902,"Patch Adams","",4,"1998","Comedy",16
"1929-02-08",4358000,"The Broadway Melody","",7,"1929","Drama",1
"1932-05-25",2594000,"Grand Hotel","",7,"1932","Drama",1
"1932-04-09",6e+05,"Scarface","",1,"1932","Action",2
"1933-02-08",7630000,"Cavalcade","",7,"1933","Drama",2
"1933-04-07",1e+07,"King Kong","King Kong (1933 series)",1,"1933","Action",1
"1933-02-02",2281000,"42nd Street","",13,"1933","Music",5
"1933-10-06",2850000,"I'm No Angel","",4,"1933","Comedy",3
"1933-12-26",2610000,"Queen Christina","",7,"1933","Drama",4
"1933-02-09",2200000,"She Done Him Wrong","",4,"1933","Comedy",6
"1947-11-11",7800000,"Gentleman's Agreement","",7,"1947","Drama",1
"1947-10-03",152961,"Quai des Orfèvres","",5,"1947","Crime",2
"1927-01-10",650422,"Metropolis","",7,"1927","Drama",2
"1927-10-31",1027757,"My Best Girl","",7,"1927","Drama",1
"1927-09-23",121,"Sunrise: A Song of Two Humans","",7,"1927","Drama",3
"1999-03-30",463517383,"The Matrix","The Matrix Collection",1,"1999","Action",4
"1999-04-29",212404396,"Entrapment","",15,"1999","Romance",18
"1999-04-16",415885488,"The Mummy","The Mummy Collection",2,"1999","Adventure",6
"1999-05-19",924317558,"Star Wars: Episode I - The Phantom Menace","Star Wars Collection",2,"1999","Adventure",1
"1999-05-13",363889678,"Notting Hill","",15,"1999","Romance",7
"1999-06-08",310940086,"Austin Powers: The Spy Who Shagged Me","Austin Powers Collection",2,"1999","Adventure",10
"1999-06-18",4.48e+08,"Tarzan","Tarzan (Animation) Collection",2,"1999","Adventure",5
"1999-06-25",234801895,"Big Daddy","",4,"1999","Comedy",16
"1999-06-29",222104681,"Wild Wild West","",1,"1999","Action",17
"1999-07-09",235483004,"American Pie","American Pie Collection",4,"1999","Comedy",15
"1999-07-14",2.48e+08,"The Blair Witch Project","Blair Witch Collection",12,"1999","Horror",14
"1999-07-30",309457509,"Runaway Bride","",4,"1999","Comedy",11
"1999-08-06",672806292,"The Sixth Sense","",14,"1999","Mystery",2
"1999-09-15",356296601,"American Beauty","",7,"1999","Drama",9
"1999-11-18",206071502,"Sleepy Hollow","",7,"1999","Drama",20
"1999-11-08",361832400,"The World Is Not Enough","James Bond Collection",2,"1999","Adventure",8
"1999-11-24",211989043,"End of Days","",1,"1999","Action",19
"1999-10-30",497366869,"Toy Story 2","Toy Story Collection",3,"1999","Animation",3
"1999-12-10",284600000,"The Green Mile","",9,"1999","Fantasy",13
"1999-12-17",300135367,"Stuart Little","Stuart Little Collection",3,"1999","Animation",12
"1931-02-12",1012189,"Dracula","Dracula (Universal Series)",12,"1931","Horror",3
"1931-11-21",1.2e+07,"Frankenstein","Frankenstein (Universal Series)",7,"1931","Drama",1
"1931-01-30",19181,"City Lights","",4,"1931","Comedy",4
"1931-12-26",2227000,"Mata Hari","",7,"1931","Drama",2
"1926-05-14",966878,"Sparrows","",7,"1926","Drama",1
"1926-12-25",658000,"Flesh and the Devil","",7,"1926","Drama",2
"2000-03-17",256271286,"Erin Brockovich","",7,"2000","Drama",12
"2000-05-01",457640427,"Gladiator","",1,"2000","Action",2
"2000-05-19",354248063,"Dinosaur","",3,"2000","Animation",5
"2000-05-24",546388105,"Mission: Impossible II","Mission",2,"2000","Adventure",1
"2000-06-09",237202299,"Gone in Sixty Seconds","",1,"2000","Action",14
"2000-06-21",224834564,"Chicken Run","",3,"2000","Animation",15
"2000-06-28",215294342,"The Patriot","",7,"2000","Drama",17
"2000-03-15",325756637,"The Perfect Storm","",7,"2000","Drama",8
"2000-07-07",278019771,"Scary Movie","Scary Movie Collection",4,"2000","Comedy",10
"2000-07-13",296339527,"X-Men","X-Men Collection",2,"2000","Adventure",9
"2000-10-06",330444045,"Meet the Parents","Meet the Parents Collection",4,"2000","Comedy",7
"2000-11-02",264105545,"Charlie's Angels","Charlie's Angels Collection"", 'poster_path'",1,"2000","Action",11
"2000-11-17",345141403,"How the Grinch Stole Christmas","",8,"2000","Family",6
"2000-11-13",248118121,"Unbreakable","",16,"2000","Science Fiction",13
"2000-10-01",213525736,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon Collection",2,"2000","Adventure",18
"2000-12-08",215663859,"Vertical Limit","",1,"2000","Action",16
"2000-12-15",374111707,"What Women Want","",4,"2000","Comedy",4
"2000-12-22",429632142,"Cast Away","",2,"2000","Adventure",3
"2000-12-14",2.12e+08,"Miss Congeniality","Miss Congeniality Collection",4,"2000","Comedy",19
"2000-12-27",207515725,"Traffic","",17,"2000","Thriller",20
"1921-01-21",2500000,"The Kid","",4,"1921","Comedy",1
"1936-02-05",8500000,"Modern Times","",7,"1936","Drama",1
"1936-08-28",1276000,"Mary of Scotland","",7,"1936","Drama",6
"1936-08-27",2600000,"Swing Time","",4,"1936","Comedy",4
"1936-06-26",5273000,"San Francisco","",13,"1936","Music",2
"1936-10-20",2736000,"The Charge of the Light Brigade","",1,"1936","Action",3
"1936-08-28",2019000,"The Gorgeous Hussy","",7,"1936","Drama",5
"1925-06-25",2500000,"The Gold Rush","",2,"1925","Adventure",3
"1925-12-24",45100,"Battleship Potemkin","",7,"1925","Drama",5
"1925-12-30",9e+06,"Ben-Hur: A Tale of the Christ","",2,"1925","Adventure",2
"1925-11-05",2.2e+07,"The Big Parade","",7,"1925","Drama",1
"1925-09-16",704000,"The Unholy Three","",5,"1925","Crime",4
"2001-02-08",351692268,"Hannibal","The Hannibal Lecter Anthology",5,"2001","Crime",10
"2001-04-13",281929795,"Bridget Jones's Diary","Bridget Jones Collection",4,"2001","Comedy",14
"2001-04-28",433013274,"The Mummy Returns","The Mummy Collection",2,"2001","Adventure",7
"2001-05-16",484409218,"Shrek","Shrek Collection",2,"2001","Adventure",4
"2001-05-21",449220945,"Pearl Harbor","",11,"2001","History",6
"2001-06-02",186053725,"Atlantis: The Lost Empire","Atlantis Collection",3,"2001","Animation",20
"2001-06-11",274703340,"Lara Croft: Tomb Raider","Tomb Raider Collection",2,"2001","Adventure",16
"2001-06-22",207283925,"The Fast and the Furious","The Fast and the Furious Collection",1,"2001","Action",18
"2001-06-29",235926552,"A.I. Artificial Intelligence","",7,"2001","Drama",17
"2001-07-18",368780809,"Jurassic Park III","Jurassic Park Collection",2,"2001","Adventure",8
"2001-07-25",362211740,"Planet of the Apes","",17,"2001","Thriller",9
"2001-08-03",347325802,"Rush Hour 2","Rush Hour Collection",1,"2001","Action",11
"2001-08-10",287553595,"American Pie 2","American Pie Collection",4,"2001","Comedy",13
"2001-11-01",562816256,"Monsters, Inc.","Monsters, Inc. Collection",3,"2001","Animation",3
"2001-11-16",976475550,"Harry Potter and the Philosopher's Stone","Harry Potter Collection",2,"2001","Adventure",1
"2001-12-07",450717150,"Ocean's Eleven","Ocean's Collection"", 'poster_path'",17,"2001","Thriller",5
"2001-12-10",203388341,"Vanilla Sky","",7,"2001","Drama",19
"2001-12-18",871368364,"The Lord of the Rings: The Fellowship of the Ring","The Lord of the Rings Collection",2,"2001","Adventure",2
"2001-12-11",313542341,"A Beautiful Mind","",7,"2001","Drama",12
"2001-07-20",274925095,"Spirited Away","",9,"2001","Fantasy",15
"2013-03-26",371876278,"G.I. Joe: Retaliation","G.I. Joe (Live-Action) Collection",2,"2013","Adventure",18
"2013-03-07",491868548,"Oz: The Great and Powerful","",9,"2013","Fantasy",13
"2013-03-20",585178928,"The Croods","The Croods Collection",2,"2013","Adventure",11
"2013-04-18",1215439994,"Iron Man 3","Iron Man Collection",1,"2013","Action",2
"2013-05-10",351040419,"The Great Gatsby","",7,"2013","Drama",20
"2013-05-05",467365246,"Star Trek Into Darkness","Star Trek",1,"2013","Action",14
"2013-05-23",362000072,"The Hangover Part III","The Hangover Collection",4,"2013","Comedy",19
"2013-05-06",788679850,"Fast & Furious 6","The Fast and the Furious Collection",1,"2013","Action",6
"2013-06-12",662845518,"Man of Steel","Man of Steel Collection",1,"2013","Action",9
"2013-06-20",743559607,"Monsters University","Monsters, Inc. Collection",3,"2013","Animation",7
"2013-07-11",407602906,"Pacific Rim","Pacific Rim Collection",1,"2013","Action",16
"2013-06-20",531865000,"World War Z","World War Z Collection",1,"2013","Action",12
"2013-06-25",970761885,"Despicable Me 2","Despicable Me Collection",3,"2013","Animation",3
"2013-07-23",415440673,"The Wolverine","The Wolverine Collection",1,"2013","Action",15
"2013-09-27",716392705,"Gravity","",16,"2013","Science Fiction",8
"2013-10-29",644571402,"Thor: The Dark World","Thor Collection",1,"2013","Action",10
"2013-11-15",847423452,"The Hunger Games: Catching Fire","The Hunger Games Collection",2,"2013","Adventure",5
"2013-12-11",958400000,"The Hobbit: The Desolation of Smaug","The Hobbit Collection",2,"2013","Adventure",4
"2013-11-27",1274219009,"Frozen","Frozen Collection",3,"2013","Animation",1
"2013-12-25",392000694,"The Wolf of Wall Street","",5,"2013","Crime",17
"2002-03-10",383257136,"Ice Age","Ice Age Collection",3,"2002","Animation",8
"2002-03-29",196397415,"Panic Room","",5,"2002","Crime",20
"2002-02-22",368744044,"My Big Fat Greek Wedding","My Big Fat Greek Wedding Collection",4,"2002","Comedy",9
"2002-05-01",821708551,"Spider-Man","Spider-Man Collection",9,"2002","Fantasy",3
"2002-05-15",649398328,"Star Wars: Episode II - Attack of the Clones","Star Wars Collection",2,"2002","Adventure",4
"2002-06-14",214034224,"The Bourne Identity","The Bourne Collection",1,"2002","Action",18
"2002-06-14",275650703,"Scooby-Doo","Scooby-Doo Collection",14,"2002","Mystery",15
"2002-06-20",358372926,"Minority Report","",1,"2002","Action",10
"2002-07-03",441818803,"Men in Black II","Men In Black Collection",1,"2002","Action",5
"2002-07-26",296655431,"Austin Powers in Goldmember","Austin Powers Collection",4,"2002","Comedy",13
"2002-08-02",408247917,"Signs","",7,"2002","Drama",7
"2002-08-09",277448382,"xXx","xXx Collection",1,"2002","Action",14
"2002-09-29",209196298,"Red Dragon","The Hannibal Lecter Anthology",5,"2002","Crime",19
"2002-10-18",249348933,"The Ring","The Ring Collection",12,"2002","Horror",16
"2002-11-08",2.15e+08,"8 Mile","",7,"2002","Drama",17
"2002-11-13",876688482,"Harry Potter and the Chamber of Secrets","Harry Potter Collection",2,"2002","Adventure",2
"2002-11-17",431971116,"Die Another Day","James Bond Collection",2,"2002","Adventure",6
"2002-12-18",926287400,"The Lord of the Rings: The Two Towers","The Lord of the Rings Collection",2,"2002","Adventure",1
"2002-12-25",352114312,"Catch Me If You Can","",7,"2002","Drama",11
"2002-12-26",306776732,"Chicago","",1,"2002","Action",12
"2003-04-11",195745823,"Anger Management","",4,"2003","Comedy",20
"2003-04-24",407711549,"X2","X-Men Collection",2,"2003","Adventure",9
"2003-05-15",738599701,"The Matrix Reloaded","The Matrix Collection",2,"2003","Adventure",3
"2003-05-23",484572835,"Bruce Almighty","Almighty Collection",9,"2003","Fantasy",5
"2003-05-30",940335536,"Finding Nemo","Finding Nemo Collection",3,"2003","Animation",2
"2003-06-05",236350661,"2 Fast 2 Furious","The Fast and the Furious Collection",1,"2003","Action",15
"2003-06-27",259175788,"Charlie's Angels: Full Throttle","Charlie's Angels Collection"", 'poster_path'",1,"2003","Action",12
"2003-06-19",245360480,"Hulk","",7,"2003","Drama",13
"2003-07-02",4.35e+08,"Terminator 3: Rise of the Machines","The Terminator Collection",1,"2003","Action",7
"2003-07-09",655011224,"Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean Collection",2,"2003","Adventure",4
"2003-07-18",273339556,"Bad Boys II","Bad Boys Collection",2,"2003","Adventure",10
"2003-07-25",197011982,"Spy Kids 3-D: Game Over","Spy Kids Collection",1,"2003","Action",19
"2003-08-01",231449203,"American Wedding","American Pie Collection",4,"2003","Comedy",16
"2003-10-24",220673217,"Scary Movie 3","Scary Movie Collection",4,"2003","Comedy",17
"2003-11-05",424988211,"The Matrix Revolutions","The Matrix Collection",2,"2003","Adventure",8
"2003-09-07",244931766,"Love Actually","",4,"2003","Comedy",14
"2003-11-14",212011111,"Master and Commander: The Far Side of the World","",2,"2003","Adventure",18
"2003-12-05",456758981,"The Last Samurai","",7,"2003","Drama",6
"2003-12-12",266728738,"Something's Gotta Give","",7,"2003","Drama",11
"2003-12-01",1118888979,"The Lord of the Rings: The Return of the King","The Lord of the Rings Collection",2,"2003","Adventure",1
"1915-02-08",1.1e+07,"The Birth of a Nation","",7,"1915","Drama",1
"1915-12-13",137365,"The Cheat","",7,"1915","Drama",2
"2004-02-25",611899420,"The Passion of the Christ","",7,"2004","Drama",5
"2004-05-05",300257475,"Van Helsing","Van Helsing Collection",12,"2004","Horror",14
"2004-05-13",497409852,"Troy","",2,"2004","Adventure",8
"2004-05-19",919838758,"Shrek 2","Shrek Collection",2,"2004","Adventure",1
"2004-05-26",544272402,"The Day After Tomorrow","",1,"2004","Action",6
"2004-05-31",789804554,"Harry Potter and the Prisoner of Azkaban","Harry Potter Collection",2,"2004","Adventure",2
"2004-06-17",219417255,"The Terminal","",4,"2004","Comedy",18
"2004-06-25",783766341,"Spider-Man 2","Spider-Man Collection",1,"2004","Action",3
"2004-07-15",347234916,"I, Robot","",1,"2004","Action",12
"2004-07-23",288500217,"The Bourne Supremacy","The Bourne Collection",1,"2004","Action",15
"2004-07-30",256697520,"The Village","",7,"2004","Drama",16
"2004-08-04",217764291,"Collateral","",7,"2004","Drama",19
"2004-09-20",367275019,"Shark Tale","",3,"2004","Animation",9
"2004-11-05",631442092,"The Incredibles","The Incredibles Collection",1,"2004","Action",4
"2004-11-10",305875730,"The Polar Express","",2,"2004","Adventure",13
"2004-11-19",347451894,"National Treasure","National Treasure Collection",2,"2004","Adventure",11
"2004-12-09",362744280,"Ocean's Twelve","Ocean's Collection"", 'poster_path'",17,"2004","Thriller",10
"2004-12-15",216763646,"Million Dollar Baby","",7,"2004","Drama",20
"2004-12-22",516642939,"Meet the Fockers","Meet the Parents Collection",4,"2004","Comedy",7
"2004-11-19",234710455,"Howl's Moving Castle","",9,"2004","Fantasy",17
"1922-01-11",400200,"Foolish Wives","",7,"1922","Drama",1
"1924-03-18",1213880,"The Thief of Bagdad","",1,"1924","Action",1
"1923-04-01",623,"Safety Last!","",4,"1923","Comedy",1
"1930-10-28",7940,"L'Âge d'Or","",15,"1930","Romance",2
"1930-11-15",8e+06,"Hell's Angels","",1,"1930","Action",1
"2005-07-13",474968763,"Charlie and the Chocolate Factory","",2,"2005","Adventure",8
"2005-02-10",368100420,"Hitch","",4,"2005","Comedy",10
"2005-02-08",230884728,"Constantine","Constantine Collection",7,"2005","Drama",15
"2005-03-10",260696994,"Robots","",3,"2005","Animation",14
"2005-05-03",211643158,"Kingdom of Heaven","",7,"2005","Drama",17
"2005-05-17",8.5e+08,"Star Wars: Episode III - Revenge of the Sith","Star Wars Collection",16,"2005","Science Fiction",2
"2005-05-25",532680671,"Madagascar","Madagascar Collection",8,"2005","Family",6
"2005-05-19",190320568,"The Longest Yard","",4,"2005","Comedy",20
"2005-06-07",478207520,"Mr. & Mrs. Smith","",1,"2005","Action",7
"2005-06-10",374218673,"Batman Begins","The Dark Knight Collection",1,"2005","Action",9
"2005-06-28",591739379,"War of the Worlds","",2,"2005","Adventure",4
"2005-06-29",330579719,"Fantastic Four","Fantastic Four Collection",1,"2005","Action",11
"2005-07-14",285176741,"Wedding Crashers","",4,"2005","Comedy",13
"2005-09-22",223387299,"Flightplan","",17,"2005","Thriller",16
"2005-09-04",192452832,"The Curse of the Were-Rabbit","Wallace & Gromit Collection",2,"2005","Adventure",19
"2005-11-04",314432665,"Chicken Little","",3,"2005","Animation",12
"2005-11-05",895921036,"Harry Potter and the Goblet of Fire","Harry Potter Collection",2,"2005","Adventure",1
"2005-12-07",748806957,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia Collection",2,"2005","Adventure",3
"2005-12-14",5.5e+08,"King Kong","",2,"2005","Adventure",5
"2005-12-21",202026112,"Fun with Dick and Jane","",4,"2005","Comedy",18
"2006-03-23",660940780,"Ice Age: The Meltdown","Ice Age Collection",3,"2006","Animation",3
"2006-05-03",397850012,"Mission: Impossible III","Mission",2,"2006","Adventure",9
"2006-04-22",343397247,"Over the Hedge","",4,"2006","Comedy",12
"2006-05-17",767820459,"The Da Vinci Code","Robert Langdon Collection",17,"2006","Thriller",2
"2006-05-24",459359555,"X-Men: The Last Stand","X-Men Collection",2,"2006","Adventure",7
"2006-06-01",204999686,"The Break-Up","",15,"2006","Romance",19
"2006-06-08",461983149,"Cars","Cars Collection",3,"2006","Animation",6
"2006-06-22",237681299,"Click","",4,"2006","Comedy",18
"2006-06-30",326551094,"The Devil Wears Prada","",4,"2006","Comedy",13
"2006-06-20",1065659812,"Pirates of the Caribbean: Dead Man's Chest","Pirates of the Caribbean Collection",2,"2006","Adventure",1
"2006-06-28",391081192,"Superman Returns","Superman Collection",2,"2006","Adventure",10
"2006-10-20",574480841,"Night at the Museum","Night at the Museum Collection",1,"2006","Action",5
"2006-12-14",307077295,"The Pursuit of Happyness","",7,"2006","Drama",14
"2006-11-01",261572744,"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","",4,"2006","Comedy",16
"2006-09-29",197309027,"Open Season","Open Season Collection",2,"2006","Adventure",20
"2006-10-05",289847354,"The Departed","",7,"2006","Drama",15
"2006-11-14",599045960,"Casino Royale","James Bond Collection",2,"2006","Adventure",4
"2006-11-16",384335608,"Happy Feet","Happy Feet Collection",3,"2006","Animation",11
"2006-12-14",249288105,"Eragon","",9,"2006","Fantasy",17
"2006-12-09",422610419,"300","300 Collection",1,"2006","Action",8
"2011-04-03",484635760,"Rio","Rio Collection",3,"2011","Animation",10
"2011-04-21",449326618,"Thor","Thor Collection",2,"2011","Adventure",12
"2011-04-20",626137675,"Fast Five","The Fast and the Furious Collection",1,"2011","Action",7
"2011-04-28",288383523,"Bridesmaids","",4,"2011","Comedy",20
"2011-05-14",1045713802,"Pirates of the Caribbean: On Stranger Tides","Pirates of the Caribbean Collection",2,"2011","Adventure",3
"2011-05-25",665692281,"Kung Fu Panda 2","Kung Fu Panda Collection",3,"2011","Animation",6
"2011-05-24",353624124,"X-Men: First Class","X-Men Collection",1,"2011","Action",16
"2011-06-28",1123746996,"Transformers: Dark of the Moon","Transformers Collection",1,"2011","Action",2
"2011-06-11",559852396,"Cars 2","Cars Collection",3,"2011","Animation",9
"2011-07-07",1.342e+09,"Harry Potter and the Deathly Hallows: Part 2","Harry Potter Collection",8,"2011","Family",1
"2011-07-22",370569774,"Captain America: The First Avenger","Captain America Collection",1,"2011","Action",15
"2011-07-29",563749323,"The Smurfs","The Smurfs (Theatrical) Collection",3,"2011","Animation",8
"2011-08-03",482860185,"Rise of the Planet of the Apes","Planet of the Apes (Reboot) Collection",17,"2011","Thriller",11
"2011-09-28",299268508,"Real Steel","",1,"2011","Action",19
"2011-10-25",371940071,"The Adventures of Tintin","",2,"2011","Adventure",14
"2011-03-15",712171856,"The Twilight Saga: Breaking Dawn - Part 1","The Twilight Collection",2,"2011","Adventure",4
"2011-11-22",334615000,"Sherlock Holmes: A Game of Shadows","Sherlock Holmes Collection",2,"2011","Adventure",18
"2011-12-07",694713380,"Mission: Impossible - Ghost Protocol","Mission",1,"2011","Action",5
"2011-12-14",342695435,"Alvin and the Chipmunks: Chipwrecked","Alvin and the Chipmunks Collection",4,"2011","Comedy",17
"2011-11-02",426480871,"The Intouchables","",7,"2011","Drama",13
"1943-04-09",1606624,"Cabin in the Sky","",9,"1943","Fantasy",1
"1943-05-03",1200000,"Five Graves to Cairo","",17,"1943","Thriller",2
"2007-06-22",623722818,"Ratatouille","",3,"2007","Animation",6
"2007-03-02",253625427,"Wild Hogs","",1,"2007","Action",20
"2007-05-01",890871626,"Spider-Man 3","Spider-Man Collection",9,"2007","Fantasy",3
"2007-05-17",798958165,"Shrek the Third","Shrek Collection",9,"2007","Fantasy",4
"2007-05-19",9.61e+08,"Pirates of the Caribbean: At World's End","Pirates of the Caribbean Collection",2,"2007","Adventure",1
"2007-06-07",311312624,"Ocean's Thirteen","Ocean's Collection"", 'poster_path'",5,"2007","Crime",15
"2007-06-13",289047763,"Fantastic 4: Rise of the Silver Surfer","Fantastic Four Collection",2,"2007","Adventure",16
"2007-06-20",383531464,"Live Free or Die Hard","Die Hard Collection",1,"2007","Action",11
"2007-06-27",709709780,"Transformers","Transformers Collection",2,"2007","Adventure",5
"2007-06-28",938212738,"Harry Potter and the Order of the Phoenix","Harry Potter Collection",2,"2007","Adventure",2
"2007-07-25",527068851,"The Simpsons Movie","",3,"2007","Animation",8
"2007-08-03",442824138,"The Bourne Ultimatum","The Bourne Collection",1,"2007","Action",10
"2007-08-08",258022233,"Rush Hour 3","Rush Hour Collection",1,"2007","Action",19
"2007-11-02",266465037,"American Gangster","",7,"2007","Drama",18
"2007-10-28",287594577,"Bee Movie","",8,"2007","Family",17
"2007-11-20",340487652,"Enchanted","",4,"2007","Comedy",14
"2007-12-04",372234864,"The Golden Compass","",2,"2007","Adventure",12
"2007-12-14",585349010,"I Am Legend","",7,"2007","Drama",7
"2007-12-13",361366633,"Alvin and the Chipmunks","Alvin and the Chipmunks Collection",4,"2007","Comedy",13
"2007-12-13",457363168,"National Treasure: Book of Secrets","National Treasure Collection",1,"2007","Action",9
"2008-02-22",2.66e+08,"10,000 BC","",2,"2008","Adventure",19
"2008-03-03",297138014,"Horton Hears a Who!","",3,"2008","Animation",17
"2008-07-16",1004558444,"The Dark Knight","The Dark Knight Collection",7,"2008","Drama",1
"2008-04-30",585174222,"Iron Man","Iron Man Collection",1,"2008","Action",8
"2008-05-15",419651413,"The Chronicles of Narnia: Prince Caspian","The Chronicles of Narnia Collection",2,"2008","Adventure",10
"2008-05-21",786636033,"Indiana Jones and the Kingdom of the Crystal Skull","Indiana Jones Collection",2,"2008","Adventure",2
"2008-05-12",415252786,"Sex and the City","Sex and the City Collection",4,"2008","Comedy",11
"2008-06-04",631744560,"Kung Fu Panda","Kung Fu Panda Collection",2,"2008","Adventure",3
"2008-06-22",521311860,"WALL·E","",3,"2008","Animation",9
"2008-06-19",258270008,"Wanted","Wanted - Collection",1,"2008","Action",20
"2008-07-01",624029371,"Hancock","",9,"2008","Fantasy",4
"2008-07-03",609841637,"Mamma Mia!","Mamma Mia! Collection",4,"2008","Comedy",5
"2008-07-01",401128639,"The Mummy: Tomb of the Dragon Emperor","The Mummy Collection",2,"2008","Adventure",12
"2008-10-30",603900354,"Madagascar: Escape 2 Africa","Madagascar Collection",8,"2008","Family",6
"2008-05-12",377910544,"Slumdog Millionaire","",7,"2008","Drama",14
"2008-10-30",586090727,"Quantum of Solace","James Bond Collection",2,"2008","Adventure",7
"2008-11-21",309979994,"Bolt","",3,"2008","Animation",16
"2008-11-20",392616625,"Twilight","The Twilight Collection",2,"2008","Adventure",13
"2008-12-09",269958228,"Gran Torino","",7,"2008","Drama",18
"2008-11-24",333932083,"The Curious Case of Benjamin Button","",9,"2008","Fantasy",15
"1928-11-24",921000,"West of Zanzibar","",7,"1928","Drama",2
"1928-08-04",551,"The Mysterious Lady","",2,"1928","Adventure",4
"1928-04-07",596000,"Across to Singapore","",2,"1928","Adventure",3
"1928-07-18",1200000,"Lights of New York","",5,"1928","Crime",1
"2009-03-19",381509870,"Monsters vs Aliens","",3,"2009","Animation",13
"2009-04-02",363164265,"Fast & Furious","The Fast and the Furious Collection",1,"2009","Action",16
"2009-08-18",319131050,"Inglourious Basterds","",7,"2009","Drama",19
"2009-04-28",373062864,"X-Men Origins: Wolverine","The Wolverine Collection",2,"2009","Adventure",14
"2009-05-06",385680446,"Star Trek","Star Trek",16,"2009","Science Fiction",12
"2009-05-13",356613439,"Angels & Demons","Robert Langdon Collection",17,"2009","Thriller",17
"2009-05-20",371353001,"Terminator Salvation","The Terminator Collection",1,"2009","Action",15
"2009-05-20",413106170,"Night at the Museum: Battle of the Smithsonian","Night at the Museum Collection",2,"2009","Adventure",11
"2009-05-13",735099082,"Up","",3,"2009","Animation",6
"2009-06-05",459270619,"The Hangover","The Hangover Collection",4,"2009","Comedy",9
"2009-06-01",317375031,"The Proposal","",4,"2009","Comedy",20
"2009-06-19",836297228,"Transformers: Revenge of the Fallen","Transformers Collection",16,"2009","Science Fiction",4
"2009-06-29",886686817,"Ice Age: Dawn of the Dinosaurs","Ice Age Collection",3,"2009","Animation",3
"2009-07-07",933959197,"Harry Potter and the Half-Blood Prince","Harry Potter Collection",2,"2009","Adventure",2
"2009-11-04",325233863,"A Christmas Carol","",3,"2009","Animation",18
"2009-10-10",769653595,"2012","",1,"2009","Action",5
"2009-03-15",709827462,"The Twilight Saga: New Moon","The Twilight Collection",2,"2009","Adventure",7
"2009-12-10",2787965087,"Avatar","Avatar Collection",1,"2009","Action",1
"2009-12-23",524028679,"Sherlock Holmes","Sherlock Holmes Collection",1,"2009","Action",8
"2009-12-21",443140005,"Alvin and the Chipmunks: The Squeakquel","Alvin and the Chipmunks Collection",4,"2009","Comedy",10
